0	it is dark , brooding and slow , and takes its central idea way too seriously .	It is dark, incubating and slow, and takes its central idea far too seriously.
0	a characteristically engorged and sloppy coming-of-age movie .	a film that is characteristically engorged and full of age.
0	tykwer ' s surface flash is n't just a poor fit with kieslowski ' s lyrical pessimism ; it completely contradicts everything kieslowski ' s work aspired to , including the condition of art .	The flash of Tykwer's surface is not only a bad fit with Kieslowski's lyrical pessimism; it completely contradicts all Kieslowski's work aspired to, including the state of art.
0	eight legged freaks falls flat as a spoof .	Eight leg monsters fall flat like a sip.
0	it looks good , but it is essentially empty .	It looks good, but it's basically empty.
1	a cutesy romantic tale with a twist .	A cute romantic tale with a twist.
1	the trials of henry kissinger is a remarkable piece of filmmaking ... because you get it .	The chicken kisser's essays are a remarkable piece of filming... because you get it.
0	loud , silly , stupid and pointless .	Noisy, stupid, stupid and useless.
0	extremely bad .	Extremely bad.
0	the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .	jokes are sophomorical, stereotypes are sprinkled everywhere and the act goes from bad to bodacious.
1	succeeds as a well-made evocation of a subculture .	succeeds as a well-made evocation of a subculture.
0	seriously , rent the disney version .	Seriously, rent the disney version.
0	you ' d be hard put to find a movie character more unattractive or odorous ( than leon ) .	you'd be hard to find a film character that is less attractive or smelly (than leon).
1	stage director sam mendes showcases tom hanks as a depression era hit-man in this dark tale of revenge .	Stage director Sam Mendes presents Tom Hanks as a hit man of the era of depression in this dark tale of revenge.
0	... plays like a badly edited , 91 - minute trailer ( and ) the director ca n't seem to get a coherent rhythm going .	... plays like a mised trailer, 91 minutes (and ) the director doesn't seem to get a consistent rhythm.
0	that ' s its first sign of trouble .	It's his first sign of boredom.
1	the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .	the keen appeal of the last kiss lies in the ease with which it integrates reflection and comedy pasta-fagioli.
1	both exuberantly romantic and serenely melancholy , what time is it there ?	At the same time exuberantly romantic and serenely melancholic, what time is it there?
1	with dickens ' words and writer-director douglas mcgrath ' s even-toned direction , a ripping good yarn is told .	with the words of Dickens and the uniform direction of the writer-director douglas mcgrath, a good tear wire is said.
1	but it ' s surprisingly harmless .	But it's surprisingly harmless.
0	taken outside the context of the current political climate ( see : terrorists are more evil than ever ! )	Outside the current political context (see: terrorists are worse than ever!)
1	a pleasing , often-funny comedy .	a pleasant comedy, often fun.
0	this action-thriller / dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .	This action-thriller/dark comedy is one of the most repulsive things to appear in a cinematic year already littered with celluloid garbage.
